fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1637.csv,213.6424790639956,399.7434399360386,328.13015719957764,324.6837776527416,171.72682525315656,209.61866471734893,213.81144663820297,220.67450235736078,505.2280701754386
D3623.csv,23.471511196478854,21.909338845980628,23.458339123422927,13.316002859793807,13.091185295176492,13.143518518518519,15.873608561416505,15.826042073340314,32.903087201251495
D2052.csv,278.1736514371045,246.05456508084913,1021.3379215558153,201.68284139234498,213.24991156464426,233.5690476190476,191.83655337109718,230.55866829443954,649.1380952380953
D3618.csv,29.309065112949252,34.116198904182696,49.36241766491986,30.10050926154395,33.2548371222804,28.098090277777843,22.87412039130849,24.180627743786598,36.131249999999994
D136.csv,587.3191746981141,873.1501899166265,1253.7569747595128,564.2585368826809,619.4599350191489,775.2877804014166,361.5399592698068,520.7019283114207,828.8569894671663
D41.csv,569.727987946913,2174.732901015997,569.615720289397,2167.0166285564296,2191.9930471606854,2172.5937499999995,567.7302130087178,567.7302130087178,2200.748902056214
D1643.csv,79.3770895472868,172.02219518524976,78.47718563040483,155.06852521109627,168.02035218623516,160.75620370370368,80.98320048650892,80.29480387895218,213.19499025329893
D2050.csv,35.39543491152366,75.06816617022946,35.38442250960347,82.80553636083191,76.92795870691273,38.9890172608205,33.45272764028116,33.254626034471215,40.68639344262296
D2065.csv,50.84077354581756,78.99529307473766,50.839942300758,88.28122114291601,91.77529060910429,71.49828259172519,51.46406882556284,51.46406882556284,111.41190050858775
D32.csv,109.41368283028457,95.29838304916625,109.12187434982734,101.5177717982559,106.22950860811457,94.7461111111111,103.96819974411888,103.96819974411888,172.00611997698792
D46.csv,442.0301899918624,557.0670463686645,509.03118554429557,456.7783844663484,551.1833912988609,304.07222222222265,391.3910719573416,426.85307178691784,427.27999999999986
D162.csv,26.905979347682045,34.259753277458024,26.917663050107002,36.38475686899068,36.14820944681166,23.095178571428555,22.65269054155031,22.195910409141142,22.604078986057488
D31.csv,109.40869499647968,95.29838304916625,109.12187434982734,101.5177717982559,106.22950860811457,94.7461111111111,103.96819974411888,103.96819974411888,172.00611997698792
D2061.csv,40.666908182281254,80.58770496424184,40.679135715861314,70.88867694350708,66.54684465825493,71.90999999999994,40.3501390271459,40.31236089053424,85.12291400408445
D176.csv,109.24595510771837,304.34652866557855,111.31802382191276,351.4310393505051,322.63504153145004,305.7916633998572,114.76409715813993,113.76500351246023,372.02017500000005
D168.csv,16.28647245788048,18.364081058767137,16.857449293650486,22.839058132632907,19.133307703989917,17.411450286435326,16.245366200561648,16.28479351106949,26.78232758620689
D3613.csv,217.43617423054232,594.171277322403,231.7097592535854,447.99322169016637,549.9609001923579,441.5983606557377,238.1724227129041,231.5261193960203,562.0901639344262
D2079.csv,105.62310509313531,59.770151620424784,108.69738786846472,111.36279468078529,93.05777728008248,60.27402631578953,94.92454791442321,95.48252978598153,100.92374999999998
D2085.csv,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738,2030.5263157894738
D2076.csv,461.6542293923841,6059.311840783242,460.1444131365038,5060.369091705132,4196.327862195353,3373.9189189189187,325.48422724623583,325.48422724623583,4309.0855779925005
D3640.csv,141.28490064383794,99.35770145993288,125.13200505396061,103.99598469056255,97.633277491459,111.06536796536786,112.33945358932738,112.0227823224277,171.26909090909092
D154.csv,266.1211001622788,269.9743567760689,306.2941701621753,270.0331541565576,235.94507298926072,261.46724999999986,297.13525881517046,297.13525881517046,366.482625
D3596.csv,31.018838920337867,38.679585137885226,41.338593987898,44.75843329801305,41.03270940393831,36.64175942460314,31.89503501105201,30.823257294169036,46.07829021413555
D3620.csv,94.85909139378946,365.1752157646689,97.76439785466349,13.212692329582211,18.318826117076572,9.139374999999799,174.54980547960216,80.07769741780325,18.366999999999983
D30.csv,27.874184267208825,39.36396200185389,27.771058067872826,49.21480756536113,45.40567110524279,20.388177592592562,22.310654638512826,21.09735748285457,39.332812118345615
D3616.csv,27.903087000955292,51.895428283857655,31.466396067204663,53.3437795413054,55.19624298623982,48.908694381598785,27.4065040848673,27.4065040848673,57.75024999999997
D1644.csv,244.34126580131868,357.1274111669504,258.48417485091693,316.2321926064495,249.42525047470886,283.59375,246.49705897716262,247.8810372878125,381.66999999999996
D1654.csv,303.18140234827666,244.44986019035085,522.1773273575798,213.53304495629683,216.32170730964995,212.47222222222214,278.5468705416964,242.74673191114724,255.85185185185173
D1645.csv,28.1015282597015,100.57133006371566,28.09861351629836,93.15605314228047,104.7416005937782,93.92042253521127,29.969647994926092,29.969647994926092,117.25858748311829
D174.csv,9.737835478921069,12.594775248771906,9.820948384577692,11.363070085097725,9.380672236112499,12.008620268107009,9.49594049584547,9.671585239613565,12.722189830508505
D5.csv,202.79075913041572,195.59229683407756,257.5961834750225,170.3710576003969,172.44468127365855,172.0059374999999,95.27991329923256,112.8868643865352,191.0533807814158
D3644.csv,218.55285137820562,364.35350570436503,222.94336543309674,466.1294561867047,349.694301053813,145.6722005208334,179.5198733773604,196.1018734335912,305.890625
D156.csv,167.47664039109782,202.26663378659276,167.48163602472178,196.87652557626234,237.99680396441948,184.01852634803942,179.17102124320155,178.8888486577971,387.891375
D132.csv,1222.317311416427,3407.4045934297037,1222.1324407472075,3876.4201146259948,3745.884117428076,2350.0,1348.1822496738762,1348.1822496738762,3084.0625
D40.csv,67.51511521562713,89.01263789401278,67.50244714275551,130.56412957855562,108.44305776802295,83.71305916305906,67.74080286516735,67.73103735199146,117.6928289003587
D3610.csv,626.6076914187303,6790.675909090904,4762.698958633359,3141.693322349459,4891.6499222299235,235.6250000000013,1319.3570880132015,1243.5313509240627,1189.8749999999995
D3631.csv,14.082965323835385,18.302874113907365,14.708882965284854,14.422068263907864,13.657133347677663,15.283621541501972,15.270760187351588,15.117415253849959,13.438493796741085
D169.csv,19.648450212158878,23.30716488422421,25.181045950041707,24.824879240310942,25.295406800085352,13.819064492753618,17.295943764334492,17.373021469755773,25.84307304347828
D2046.csv,77.52918245278633,323.57792715592893,77.49347486633958,175.96346813810183,231.91882931949073,117.35510985510248,79.97000546125919,79.97000546125919,213.62437499999996
D2047.csv,109.44888297276562,145.9134914233283,126.2389367717363,135.4875484004321,137.69894736877467,133.96208333333314,111.1762128962273,116.61801975118132,133.88451218972108
D50.csv,0.016328074867014663,0.02044116468985724,0.01641890436192277,0.01678411643013771,0.017257022245582832,0.018345291398171603,0.015094235540505707,0.015177627727030796,0.016293750000000884
D2041.csv,177.52136966821658,450.4103309323194,174.97531710027405,458.223984221716,481.93984421805783,439.9886522289439,169.96015847407654,169.96015847407654,461.67462080816676
D37.csv,170.27702700210665,101.3979844361014,403.34044970959707,82.82506089260653,162.18899894436146,117.8888888888889,78.37802126973898,78.37802126973898,176.91379310344826
D151.csv,83.90963390022817,132.9867315163837,109.60915241377461,137.96013312241948,141.61663780589402,121.3764687724029,87.37525019364158,86.74393751750702,151.47145199519377
D7.csv,499.8929261323052,313.1256850684739,499.88524521301554,415.12171887505986,443.8457192536488,261.1420018793104,350.6516924685205,406.3199962334133,667.3527018756984
